ED_x,ED_y
34303.57451,-2978.898992
34304.78909,-2978.891536
34306.0029,-2978.884199
34307.21594,-2978.876983
34308.42822,-2978.86989
34309.63974,-2978.862921
34310.85051,-2978.856075
34312.06053,-2978.849355
34313.26979,-2978.84276
34314.4783,-2978.836291
34315.68606,-2978.829949
34316.89307,-2978.823733
34318.09934,-2978.817645
34319.30485,-2978.811684
34320.50962,-2978.805851
34321.71364,-2978.800146
34322.91691,-2978.79457
34324.11943,-2978.789121
34325.3212,-2978.783801
34326.52222,-2978.778609
34327.72248,-2978.773545
34328.92199,-2978.76861
34330.12073,-2978.763803
34331.3187,-2978.759125
34332.51591,-2978.754574
34333.71234,-2978.750151
34334.90798,-2978.745856
34336.103,-2978.74169
34337.29749,-2978.737653
34338.49116,-2978.733744
34339.68399,-2978.72996
34340.87598,-2978.726302
34342.06713,-2978.722769
34343.25743,-2978.719362
34344.44688,-2978.71608
34345.6355,-2978.712924
34346.82326,-2978.709893
34348.01019,-2978.706987
34349.19627,-2978.704206
34350.38151,-2978.701549
34351.56591,-2978.699017
34352.74946,-2978.69661
34353.93235,-2978.694327
34355.11475,-2978.692171
34356.29642,-2978.69014
34357.47735,-2978.688231
34358.65754,-2978.686445
34359.837,-2978.684781
34361.01575,-2978.683239
34362.19378,-2978.681819
34363.37112,-2978.68052
34364.54777,-2978.679343
34365.72373,-2978.678283
34366.89903,-2978.677332
34368.07377,-2978.676487
34369.24807,-2978.675752
34370.42177,-2978.675125
34371.59484,-2978.674604
34372.76729,-2978.67419
34373.93913,-2978.673881
34375.11035,-2978.673674
34376.28094,-2978.67357
34377.45092,-2978.673566
34378.62028,-2978.673657
34379.78902,-2978.673832
34380.95713,-2978.674089
34382.12462,-2978.674424
34383.29148,-2978.674827
34384.45772,-2978.675297
34385.62333,-2978.675828
34386.78831,-2978.676412
34387.95265,-2978.677039
34389.11637,-2978.6777
34390.27945,-2978.67839
34391.44189,-2978.679104
34392.6037,-2978.679829
34393.76488,-2978.68056
34394.92541,-2978.681292
34396.08532,-2978.682021
34397.24458,-2978.682743
34398.40321,-2978.683453
34399.5612,-2978.684143
34400.71855,-2978.68481
34401.87527,-2978.685447
34403.03135,-2978.686051
34404.18679,-2978.686618
34405.34161,-2978.687142
34406.49579,-2978.687623
34407.64933,-2978.688056
34408.80225,-2978.68844
34409.95453,-2978.688771
34411.10619,-2978.689053
34412.25722,-2978.689292
34413.40762,-2978.68949
34414.55739,-2978.689644
34415.70654,-2978.689752
34416.85507,-2978.689814
34418.00298,-2978.689829
34419.15026,-2978.689798
34420.29693,-2978.689723
34421.44298,-2978.689604
34422.58842,-2978.689444
34423.73324,-2978.689243
34424.87745,-2978.689003
34426.02105,-2978.688725
34427.16404,-2978.68841
34428.30642,-2978.688059
34429.4482,-2978.687673
34430.58937,-2978.687253
34431.72994,-2978.686799
34432.86991,-2978.686313
34434.00929,-2978.685795
34435.14807,-2978.685246
34436.28625,-2978.684665
34437.42384,-2978.684055
34438.56084,-2978.683414
34439.69725,-2978.682744
34440.83308,-2978.682045
34441.96832,-2978.681316
34443.10297,-2978.680559
34444.23705,-2978.679773
34445.37055,-2978.678959
34446.50347,-2978.678113
34447.63582,-2978.677225
34448.76759,-2978.676295
34449.89879,-2978.675323
34451.02942,-2978.67431
34452.15949,-2978.673256
34453.28899,-2978.672162
34454.41792,-2978.671025
34455.54629,-2978.669844
34456.6741,-2978.668618
34457.80136,-2978.667345
34458.92805,-2978.666023
34460.05419,-2978.664656
34461.17977,-2978.663251
34462.3048,-2978.661811
34463.42928,-2978.660331
34464.55321,-2978.658812
34465.67659,-2978.657252
34466.79942,-2978.655652
34467.9217,-2978.654012
34469.04344,-2978.652334
34470.16463,-2978.650619
34471.28528,-2978.648868
34472.40539,-2978.647083
34473.52496,-2978.645264
34474.64399,-2978.643413
34475.76248,-2978.641532
34476.88044,-2978.63962
34477.99786,-2978.637679
34479.11474,-2978.63571
34480.23109,-2978.633713
34481.34691,-2978.63169
34482.46219,-2978.62964
34483.57695,-2978.627566
34484.69117,-2978.625463
34485.80486,-2978.623325
34486.91803,-2978.621148
34488.03067,-2978.618936
34489.14279,-2978.616691
34490.25438,-2978.614409
34491.36544,-2978.612081
34492.47598,-2978.609705
34493.58601,-2978.607281
34494.6955,-2978.604806
34495.80448,-2978.602271
34496.91295,-2978.599671
34498.02089,-2978.597007
34499.12831,-2978.594277
34500.23522,-2978.591481
34501.34162,-2978.588615
34502.4475,-2978.585679
34503.55286,-2978.582668
34504.65772,-2978.579581
34505.76206,-2978.576416
34506.8659,-2978.57317
34507.96922,-2978.569844
34509.07204,-2978.566434
34510.17435,-2978.562942
34511.27615,-2978.559365
34512.37745,-2978.555704
34513.47824,-2978.551959
34514.57853,-2978.548129
34515.67832,-2978.544214
34516.77761,-2978.540216
34517.8764,-2978.536133
34518.97468,-2978.531967
34520.07247,-2978.527718
34521.16977,-2978.523387
34522.26656,-2978.518974
34523.36287,-2978.51448
34524.45868,-2978.509906
34525.55399,-2978.505254
34526.64881,-2978.500523
34527.74315,-2978.495714
34528.83699,-2978.49083
34529.93034,-2978.48587
34531.02321,-2978.480835
34532.11559,-2978.475728
34533.20748,-2978.470548
34534.29889,-2978.465296
34535.38981,-2978.459975
34536.48026,-2978.454583
34537.57022,-2978.449124
34538.6597,-2978.4436
34539.74869,-2978.438023
34540.83721,-2978.432394
34541.92526,-2978.426718
34543.01282,-2978.421003
34544.09991,-2978.415256
34545.18652,-2978.409485
34546.27266,-2978.403697
34547.35832,-2978.397902
34548.44351,-2978.392107
34549.52823,-2978.386324
34550.61254,-2978.380557
34551.69648,-2978.374812
34552.77996,-2978.369103
34553.86297,-2978.363439
34554.94553,-2978.357826
34556.02762,-2978.35228
34557.10925,-2978.346808
34558.19041,-2978.341416
34559.27112,-2978.336111
34560.35137,-2978.330908
34561.43115,-2978.325817
34562.51048,-2978.320841
34563.58936,-2978.315985
34564.66777,-2978.311255
34565.74573,-2978.306657
34566.82324,-2978.302194
34567.90029,-2978.297873
34568.97689,-2978.293699
34570.05303,-2978.289675
34571.12873,-2978.285805
34572.20397,-2978.282093
34573.27876,-2978.27854
34574.3531,-2978.275151
34575.42699,-2978.271925
34576.50043,-2978.268866
34577.57343,-2978.265974
34578.64598,-2978.263251
34579.71808,-2978.260699
34580.78973,-2978.258317
34581.86094,-2978.256106
34582.93171,-2978.254068
34584.00203,-2978.252202
34585.07191,-2978.250507
34586.14135,-2978.248973
34587.21034,-2978.247598
34588.2789,-2978.246385
34589.34701,-2978.245334
34590.41469,-2978.244446
34591.48192,-2978.243718
34592.54872,-2978.243139
34593.61508,-2978.242706
34594.681,-2978.24242
34595.74649,-2978.242277
34596.81154,-2978.242266
34597.87616,-2978.242385
34598.94034,-2978.242634
34600.00409,-2978.243011
34601.0674,-2978.243511
34602.13028,-2978.244124
34603.19273,-2978.244844
34604.25475,-2978.245671
34605.31634,-2978.2466
34606.3775,-2978.24762
34607.43823,-2978.248726
34608.49853,-2978.249915
34609.5584,-2978.251174
34610.61789,-2978.252497
34611.67704,-2978.253875
34612.73576,-2978.255303
34613.79406,-2978.256778
34614.85194,-2978.258295
34615.9094,-2978.259843
34616.96644,-2978.261414
34618.02305,-2978.263008
34619.07925,-2978.264619
34620.13503,-2978.266249
34621.19038,-2978.267903
34622.24532,-2978.26958
34623.29984,-2978.271273
34624.35395,-2978.272979
34625.40763,-2978.274695
34626.4609,-2978.27642
34627.51376,-2978.278154
34628.5662,-2978.279909
34629.61822,-2978.281686
34630.66983,-2978.283483
34631.72103,-2978.285301
34632.77181,-2978.287139
34633.82218,-2978.289003
34634.87214,-2978.290903
34635.92168,-2978.292843
34636.97082,-2978.294823
34638.01954,-2978.296845
34639.06786,-2978.29891
34640.11576,-2978.301021
34641.16325,-2978.30318
34642.21034,-2978.305389
34643.25702,-2978.307652
34644.30329,-2978.309971
34645.34915,-2978.312348
34646.39461,-2978.314784
34647.43966,-2978.317283
34648.4843,-2978.319844
34649.52854,-2978.322469
34650.57237,-2978.32516
34651.6158,-2978.327917
34652.65883,-2978.330741
34653.70145,-2978.333633
34654.74367,-2978.336593
34655.78549,-2978.339622
34656.8269,-2978.34272
34657.86791,-2978.345887
34658.90852,-2978.349125
34659.94873,-2978.352432
34660.98854,-2978.355809
34662.02795,-2978.359256
34663.06697,-2978.362774
34664.10558,-2978.366362
34665.14379,-2978.370021
34666.18161,-2978.37375
34667.21902,-2978.37755
34668.25604,-2978.381421
34669.29267,-2978.385362
34670.32889,-2978.389374
34671.36473,-2978.393457
34672.40016,-2978.397611
34673.4352,-2978.401836
34674.46985,-2978.406131
34675.5041,-2978.410498
34676.53795,-2978.414936
34677.57142,-2978.419446
34678.60449,-2978.424026
34679.63717,-2978.428679
34680.66945,-2978.433402
34681.70135,-2978.438197
34682.73285,-2978.443064
34683.76396,-2978.448003
34684.79468,-2978.453013
34685.82501,-2978.458096
34686.85495,-2978.46325
34687.8845,-2978.468476
34688.91366,-2978.473775
34689.94243,-2978.479146
34690.97082,-2978.48459
34691.99881,-2978.490102
34693.02642,-2978.495675
34694.05364,-2978.501305
34695.08048,-2978.506995
34696.10692,-2978.512746
34697.13299,-2978.518557
34698.15866,-2978.524429
34699.18395,-2978.530361
34700.20886,-2978.53635
34701.23341,-2978.542392
34702.25764,-2978.548479
34703.28149,-2978.554605
34704.30495,-2978.560769
34705.32804,-2978.56696
34706.35074,-2978.573177
34707.37307,-2978.579417
34708.39501,-2978.58567
34709.41658,-2978.591932
34710.43776,-2978.598203
34711.45857,-2978.604481
34712.47899,-2978.610764
34713.49904,-2978.617048
34714.51871,-2978.62333
34715.538,-2978.629608
34716.55692,-2978.635877
34717.57546,-2978.642135
34718.59362,-2978.64838
34719.6114,-2978.65461
34720.62881,-2978.660824
34721.64584,-2978.667017
34722.6625,-2978.67318
34723.67878,-2978.679308
34724.69469,-2978.685403
34725.71022,-2978.691466
34726.72538,-2978.697493
34727.74016,-2978.703474
34728.75457,-2978.709407
34729.76861,-2978.715287
34730.78228,-2978.721106
34731.79557,-2978.726861
34732.80849,-2978.73255
34733.82104,-2978.738174
34734.83322,-2978.74373
34735.84502,-2978.749216
34736.85646,-2978.75463
34737.86752,-2978.759968
34738.87822,-2978.765228
34739.88854,-2978.770408
34740.89849,-2978.775506
34741.90808,-2978.780516
34742.91729,-2978.78543
34743.92614,-2978.79024
34744.93462,-2978.794937
34745.94273,-2978.799518
34746.95047,-2978.803975
34747.95784,-2978.808301
34748.96485,-2978.812489
34749.97149,-2978.816532
34750.97777,-2978.820421
34751.98367,-2978.82415
34752.98921,-2978.827719
34753.99439,-2978.831124
34754.9992,-2978.834358
34756.00364,-2978.837406
34757.00772,-2978.840263
34758.01143,-2978.842925
34759.01478,-2978.84539
34760.01776,-2978.847653
34761.02038,-2978.849714
34762.02263,-2978.85158
34763.02452,-2978.853249
34764.02605,-2978.854716
34765.02721,-2978.855979
34766.02801,-2978.857035
34767.02845,-2978.857882
34768.02852,-2978.858524
34769.02823,-2978.85897
34770.02758,-2978.859224
34771.02657,-2978.859284
34772.02519,-2978.859153
34773.02345,-2978.858841
34774.02135,-2978.858352
34775.01889,-2978.857685
34776.01607,-2978.856841
34777.01288,-2978.855823
34778.00933,-2978.854632
34779.00542,-2978.853271
34780.00114,-2978.851743
34780.9965,-2978.85005
34781.99149,-2978.848195
34782.98612,-2978.84618
34783.98038,-2978.844005
34784.97428,-2978.841673
34785.96781,-2978.839185
34786.96097,-2978.836541
34787.95378,-2978.833743
34788.94622,-2978.830792
34789.9383,-2978.827689
34790.93001,-2978.824437
34791.92136,-2978.821047
34792.91235,-2978.81752
34793.90297,-2978.813855
34794.89322,-2978.810052
34795.88312,-2978.806111
34796.87265,-2978.802032
34797.86181,-2978.797816
34798.85061,-2978.793465
34799.83904,-2978.78898
34800.82711,-2978.784363
34801.81481,-2978.779613
34802.80214,-2978.774733
34803.78909,-2978.769723
34804.77567,-2978.764582
34805.76188,-2978.759313
34806.74771,-2978.753917
34807.73317,-2978.748404
34808.71825,-2978.742777
34809.70295,-2978.737033
34810.68727,-2978.731171
34811.67122,-2978.725194
34812.65479,-2978.719113
34813.63798,-2978.71293
34814.6208,-2978.706647
34815.60324,-2978.700263
34816.58531,-2978.693781
34817.56701,-2978.687203
34818.54833,-2978.680533
34819.52928,-2978.673783
34820.50985,-2978.666957
34821.49005,-2978.660056
34822.46988,-2978.65308
34823.44933,-2978.646031
34824.42841,-2978.638909
34825.40712,-2978.631718
34826.38545,-2978.62446
34827.3634,-2978.617136
34828.34098,-2978.609749
34829.31818,-2978.602299
34830.29499,-2978.594787
34831.27143,-2978.587215
34832.24747,-2978.579583
34833.22314,-2978.571891
34834.19841,-2978.564142
34835.1733,-2978.556345
34836.14781,-2978.548503
34837.12193,-2978.540614
34838.09565,-2978.532678
34839.069,-2978.524697
34840.04195,-2978.516681
34841.01453,-2978.508633
34841.98671,-2978.500554
34842.95852,-2978.492445
34843.92994,-2978.484306
34844.90097,-2978.476138
34845.87162,-2978.467944
34846.84189,-2978.459726
34847.81177,-2978.451486
34848.78127,-2978.443224
34849.75039,-2978.434944
34850.71912,-2978.426645
34851.68746,-2978.41833
34852.65542,-2978.409998
34853.623,-2978.401651
34854.59019,-2978.393289
34855.55698,-2978.384912
34856.52339,-2978.376521
34857.4894,-2978.368117
34858.45501,-2978.359698
34859.42023,-2978.351264
34860.38505,-2978.342816
34861.34948,-2978.334353
34862.31351,-2978.325875
34863.27714,-2978.317383
34864.24037,-2978.308876
34865.20321,-2978.300355
34866.16565,-2978.291819
34867.1277,-2978.28327
34868.08935,-2978.274706
34869.0506,-2978.266129
34870.01146,-2978.257537
34870.97193,-2978.248932
34871.932,-2978.240311
34872.89168,-2978.231676
34873.85096,-2978.223026
34874.80985,-2978.214362
34875.76834,-2978.205682
34876.72644,-2978.196988
34877.68414,-2978.18828
34878.64145,-2978.179557
34879.59836,-2978.17082
34880.55488,-2978.162068
34881.51099,-2978.153303
34882.4667,-2978.144523
34883.422,-2978.135729
34884.3769,-2978.126921
34885.33139,-2978.118098
34886.28547,-2978.109259
34887.23915,-2978.100406
34888.19241,-2978.091537
34889.14527,-2978.082653
34890.09772,-2978.073752
34891.04976,-2978.064824
34892.0014,-2978.055867
34892.95263,-2978.046884
34893.90345,-2978.037876
34894.85386,-2978.028843
34895.80387,-2978.019784
34896.75347,-2978.010699
34897.70267,-2978.001586
34898.65146,-2977.992443
34899.59985,-2977.983269
34900.54783,-2977.974064
34901.4954,-2977.964826
34902.44257,-2977.955555
34903.38933,-2977.946251
34904.33569,-2977.936913
34905.28164,-2977.927541
34906.22718,-2977.918135
34907.1723,-2977.908695
34908.11701,-2977.899221
34909.06131,-2977.889711
34910.00519,-2977.880167
34910.94866,-2977.870588
34911.8917,-2977.860977
34912.83433,-2977.851341
34913.77653,-2977.841683
34914.71832,-2977.832003
34915.65969,-2977.822298
34916.60063,-2977.812569
34917.54116,-2977.802816
34918.48127,-2977.793044
34919.42096,-2977.783263
34920.36023,-2977.773477
34921.29909,-2977.763689
34922.23753,-2977.753908
34923.17555,-2977.744136
34924.11315,-2977.734375
34925.05034,-2977.724635
34925.98711,-2977.71492
34926.92346,-2977.705233
34927.8594,-2977.695584
34928.79492,-2977.685978
34929.73003,-2977.67642
34930.66471,-2977.666919
34931.59898,-2977.657481
34932.53283,-2977.648108
34933.46626,-2977.638801
34934.39926,-2977.629563
34935.33183,-2977.620395
34936.26398,-2977.611302
34937.1957,-2977.602286
34938.12698,-2977.593349
34939.05784,-2977.584494
34939.98827,-2977.575723
34940.91827,-2977.567037
34941.84784,-2977.558439
34942.77697,-2977.549929
34943.70568,-2977.541508
34944.63396,-2977.533176
34945.56181,-2977.524934
34946.48923,-2977.516781
34947.41622,-2977.508718
34948.34278,-2977.500743
34949.26892,-2977.492856
34950.19463,-2977.485057
34951.11991,-2977.477345
34952.04476,-2977.46972
34952.96919,-2977.46218
34953.89318,-2977.454726
34954.81675,-2977.447358
34955.73989,-2977.440075
34956.66261,-2977.432878
34957.58489,-2977.425765
34958.50674,-2977.418738
34959.42816,-2977.411797
34960.34914,-2977.40494
34961.26969,-2977.398169
34962.18979,-2977.391483
34963.10946,-2977.384882
34964.02869,-2977.378365
34964.94747,-2977.371932
34965.86582,-2977.365584
34966.78373,-2977.359321
34967.70119,-2977.353142
34968.61821,-2977.347048
34969.53478,-2977.34104
34970.4509,-2977.335118
34971.36657,-2977.32928
34972.28176,-2977.323528
34973.19646,-2977.317861
34974.11066,-2977.312278
34975.02433,-2977.306779
34975.93744,-2977.301365
34976.84997,-2977.296034
34977.76188,-2977.290787
34978.67314,-2977.285623
34979.58371,-2977.280543
34980.49356,-2977.275546
34981.40266,-2977.270633
34982.31098,-2977.265802
34983.21847,-2977.261055
34984.12511,-2977.256392
34985.03086,-2977.251811
34985.9357,-2977.247314
34986.8396,-2977.242901
34987.74252,-2977.238571
34988.64444,-2977.234324
34989.54533,-2977.23016
34990.44515,-2977.22608
34991.34389,-2977.222082
34992.24151,-2977.218167
34993.13798,-2977.214335
34994.03327,-2977.210584
34994.92735,-2977.206915
34995.8202,-2977.203326
34996.71178,-2977.199819
34997.60206,-2977.196393
34998.49101,-2977.193046
34999.37861,-2977.189779
35000.26482,-2977.186592
35001.14962,-2977.183483
35002.03298,-2977.180453
35002.91487,-2977.177501
35003.79527,-2977.174627
35004.67414,-2977.17183
35005.55146,-2977.16911
35006.4272,-2977.166466
35007.30135,-2977.163899
35008.17386,-2977.161407
35009.04472,-2977.158991
35009.91391,-2977.156649
35010.78139,-2977.154382
35011.64714,-2977.152188
35012.51115,-2977.150068
35013.37338,-2977.148021
35014.23381,-2977.146047
35015.09243,-2977.144145
35015.94921,-2977.142314
35016.80412,-2977.140554
35017.65715,-2977.138865
35018.50827,-2977.137247
35019.35747,-2977.135698
35020.20473,-2977.134218
35021.05001,-2977.132807
35021.89331,-2977.131464
35022.7346,-2977.130189
35023.57387,-2977.128981
35024.41109,-2977.127841
35025.24625,-2977.126766
35026.07933,-2977.125757
35026.91032,-2977.124813
35027.7392,-2977.123934
35028.56595,-2977.123119
35029.39056,-2977.122368
35030.21302,-2977.121678
35031.03331,-2977.12104
35031.85143,-2977.120452
35032.66736,-2977.119914
35033.48109,-2977.119428
35034.29262,-2977.118993
35035.10193,-2977.118609
35035.90903,-2977.118274
35036.71394,-2977.117988
35037.51662,-2977.117751
35038.31705,-2977.117569
35039.11523,-2977.117443
35039.91116,-2977.117372
35040.70484,-2977.117352
35041.49625,-2977.117383
35042.28539,-2977.117463
35043.07226,-2977.117593
35043.85686,-2977.117774
35044.63919,-2977.118006
35045.41928,-2977.118289
35046.19708,-2977.118625
35046.97259,-2977.119013
35047.74581,-2977.119453
35048.51674,-2977.119945
35049.28537,-2977.120489
35050.05169,-2977.121085
35050.81571,-2977.121732
35051.57743,-2977.12243
35052.33683,-2977.123178
35053.09391,-2977.123977
35053.84868,-2977.124825
35054.60112,-2977.125723
35055.35124,-2977.12667
35056.09903,-2977.127666
35056.84449,-2977.128709
35057.58761,-2977.1298
35058.32839,-2977.130938
35059.06682,-2977.132123
35059.80291,-2977.133354
35060.53665,-2977.13463
35061.26803,-2977.135952
35061.99705,-2977.137319
35062.7237,-2977.138729
35063.44799,-2977.140184
35064.16991,-2977.141682
35064.88945,-2977.143223
35065.60661,-2977.144806
35066.32139,-2977.146431
35067.03378,-2977.148097
35067.74378,-2977.149805
35068.45139,-2977.151553
35069.15659,-2977.153341
35069.8594,-2977.155169
35070.55979,-2977.157036
35071.25778,-2977.158942
35071.95335,-2977.160886
35072.64651,-2977.162868
35073.33725,-2977.164888
35074.02556,-2977.166944
35074.71146,-2977.169037
35075.39494,-2977.171167
35076.07599,-2977.173332
35076.75463,-2977.175534
35077.43084,-2977.177781
35078.10463,-2977.180073
35078.77601,-2977.182411
35079.44498,-2977.184791
35080.11153,-2977.187212
35080.77567,-2977.189674
35081.43741,-2977.192176
35082.09675,-2977.19472
35082.75368,-2977.197305
35083.40822,-2977.199933
35084.06036,-2977.202604
35084.71012,-2977.205317
35085.35748,-2977.208069
35086.00246,-2977.210855
35086.64506,-2977.21367
35087.28528,-2977.216516
35087.92313,-2977.219393
35088.5586,-2977.222302
35089.1917,-2977.225242
35089.82243,-2977.228214
35090.4508,-2977.231214
35091.07681,-2977.234241
35091.70045,-2977.237294
35092.32174,-2977.240373
35092.94068,-2977.243475
35093.55728,-2977.246602
35094.17156,-2977.249749
35094.7835,-2977.252911
35095.39309,-2977.256084
35096.00034,-2977.259269
35096.60526,-2977.262468
35097.20783,-2977.265681
35097.80807,-2977.268908
35098.40598,-2977.27215
35099.00157,-2977.275401
35099.59483,-2977.278656
35100.18578,-2977.28191
35100.77441,-2977.285165
35101.36073,-2977.28842
35101.94476,-2977.291678
35102.52649,-2977.294938
35103.10593,-2977.298201
35103.68308,-2977.301464
35104.25797,-2977.304728
35104.83058,-2977.307991
35105.40094,-2977.311253
35105.96906,-2977.314514
35106.53494,-2977.317774
35107.0986,-2977.321033
35107.66006,-2977.324291
35108.21936,-2977.327549
35108.77651,-2977.330807
35109.33155,-2977.334065
35109.88453,-2977.337324
35110.43549,-2977.340584
35110.98447,-2977.343846
35111.53152,-2977.34711
35112.07671,-2977.350376
35112.62007,-2977.353645
35113.16167,-2977.356917
35113.70156,-2977.360193
35114.23979,-2977.363474
35114.77642,-2977.366758
35115.3115,-2977.370047
35115.84509,-2977.373341
35116.37724,-2977.376641
35116.908,-2977.379946
35117.43744,-2977.383258
35117.96559,-2977.386576
35118.49252,-2977.3899
35119.01826,-2977.393231
35119.54288,-2977.39657
35120.06641,-2977.399916
35120.58891,-2977.403268
35121.11043,-2977.40662
35121.63101,-2977.40997
35122.15072,-2977.413319
35122.66961,-2977.416669
35123.18773,-2977.420021
35123.70515,-2977.423368
35124.2219,-2977.426709
35124.73805,-2977.430043
35125.25365,-2977.433372
35125.76875,-2977.436697
35126.28335,-2977.440018
35126.79747,-2977.443336
35127.31114,-2977.446648
35127.82436,-2977.449955
35128.33715,-2977.453257
35128.84951,-2977.456554
35129.36147,-2977.459846
35129.87301,-2977.463134
35130.38416,-2977.46641
35130.8949,-2977.469674
35131.40525,-2977.472926
35131.91521,-2977.47617
35132.42478,-2977.479406
35132.93396,-2977.482635
35133.44275,-2977.485857
35133.95116,-2977.489069
35134.45918,-2977.492263
35134.96682,-2977.495438
35135.47407,-2977.498592
35135.98095,-2977.50173
35136.48744,-2977.504851
35136.99354,-2977.507956
35137.49927,-2977.511045
35138.00461,-2977.514116
35138.50957,-2977.517161
35139.01415,-2977.520175
35139.51835,-2977.523154
35140.02217,-2977.526096
35140.52561,-2977.529004
35141.02867,-2977.531872
35141.53134,-2977.5347
35142.03364,-2977.537489
35142.53555,-2977.540239
35143.03709,-2977.54295
35143.53824,-2977.545623
35144.03902,-2977.548256
35144.53941,-2977.550847
35145.03942,-2977.55339
35145.53906,-2977.555881
35146.03831,-2977.558321
35146.53718,-2977.560707
35147.03567,-2977.563035
35147.53377,-2977.565301
35148.0315,-2977.567497
35148.52884,-2977.569621
35149.02579,-2977.571668
35149.52236,-2977.57363
35150.01854,-2977.575499
35150.51434,-2977.577268
35151.00974,-2977.578936
35151.50476,-2977.580497
35151.99939,-2977.581943
35152.49363,-2977.583265
35152.98749,-2977.584456
35153.48097,-2977.585514
35153.97406,-2977.586442
35154.46676,-2977.587235
35154.95908,-2977.587892
35155.45098,-2977.588411
35155.94248,-2977.588786
35156.43355,-2977.589015
35156.92425,-2977.589089
35157.41462,-2977.588999
35157.90471,-2977.588741
35158.39458,-2977.588307
35158.88426,-2977.587687
35159.37379,-2977.586872
35159.86319,-2977.585851
35160.35251,-2977.584607
35160.84177,-2977.583118
35161.33101,-2977.581367
35161.82028,-2977.579338
35162.30962,-2977.577011
35162.79906,-2977.574367
35163.28864,-2977.571385
35163.77838,-2977.568044
35164.26832,-2977.564323
35164.75847,-2977.560197
35165.24885,-2977.555647
35165.73947,-2977.550655
35166.23035,-2977.545203
35166.7215,-2977.539271
35167.21292,-2977.532844
35167.70463,-2977.525908
35168.19663,-2977.518458
35168.68892,-2977.510482
35169.18151,-2977.501975
35169.6744,-2977.492931
35170.16758,-2977.483354
35170.66107,-2977.473248
35171.15485,-2977.462615
35171.64892,-2977.451459
35172.14328,-2977.439789
35172.63791,-2977.427615
35173.13281,-2977.414943
35173.62796,-2977.401787
35174.12335,-2977.388154
35174.61896,-2977.374054
35175.11475,-2977.35949
35175.6107,-2977.344466
35176.1068,-2977.328983
35176.603,-2977.313041
35177.09927,-2977.296643
35177.59559,-2977.279785
35178.09191,-2977.262462
35178.58821,-2977.244664
35179.08444,-2977.226381
35179.58058,-2977.207609
35180.07661,-2977.188343
35180.5725,-2977.168577
35181.06824,-2977.148301
35181.56379,-2977.127508
35182.05913,-2977.106193
35182.55424,-2977.084348
35183.0491,-2977.06197
35183.54368,-2977.039056
35184.03795,-2977.015606
35184.53189,-2976.991619
35185.02549,-2976.967093
35185.51873,-2976.942027
35186.01159,-2976.916423
35186.50407,-2976.89028
35186.99614,-2976.863594
35187.4878,-2976.836366
35187.97905,-2976.808592
35188.46989,-2976.780269
35188.96029,-2976.751393
35189.45027,-2976.721962
35189.93982,-2976.691973
35190.42894,-2976.661425
35190.91761,-2976.630313
35191.40585,-2976.598633
35191.89367,-2976.566378
35192.38109,-2976.533538
35192.86805,-2976.500106
35193.35455,-2976.466075
35193.8406,-2976.431436
35194.32618,-2976.396186
35194.81131,-2976.360318
35195.29597,-2976.323825
35195.78017,-2976.286701
35196.26391,-2976.248936
35196.74719,-2976.210518
35197.23,-2976.171436
35197.71234,-2976.131685
35198.19421,-2976.091252
35198.67561,-2976.050123
35199.15653,-2976.008282
35199.63698,-2975.965708
35200.11695,-2975.922368
35200.59643,-2975.878234
35201.07541,-2975.833275
35201.5539,-2975.787457
35202.03189,-2975.740747
35202.50937,-2975.693111
35202.98633,-2975.644514
35203.46277,-2975.594913
35203.93868,-2975.544266
35204.41405,-2975.492537
35204.88888,-2975.439691
35205.36316,-2975.385698
35205.83688,-2975.330529
35206.31003,-2975.274153
35206.78262,-2975.216542
35207.25462,-2975.157669
35207.72604,-2975.097519
35208.19688,-2975.036077
35208.66711,-2974.973331
35209.13675,-2974.909271
35209.60579,-2974.843885
35210.07421,-2974.777149
35210.54202,-2974.709042
35211.00919,-2974.639539
35211.47573,-2974.568619
35211.94162,-2974.496257
35212.40685,-2974.422431
35212.87142,-2974.347111
35213.3353,-2974.270261
35213.79849,-2974.191837
35214.26096,-2974.111794
35214.72271,-2974.030091
35215.18371,-2973.946683
35215.64394,-2973.861526
35216.1034,-2973.774577
35216.56206,-2973.685792
35217.0199,-2973.595128
35217.47692,-2973.502544
35217.93308,-2973.408007
35218.38837,-2973.311484
35218.84279,-2973.212943
35219.2963,-2973.112359
35219.7489,-2973.009709
35220.20057,-2972.904977
35220.65131,-2972.798152
35221.10109,-2972.689227
35221.54991,-2972.578207
35221.99776,-2972.465098
35222.44464,-2972.349909
35222.89054,-2972.232647
35223.33545,-2972.113315
35223.77935,-2971.991921
35224.22225,-2971.868472
35224.66413,-2971.742977
35225.10499,-2971.615443
35225.5448,-2971.485878
35225.98358,-2971.354292
35226.4213,-2971.220692
35226.85795,-2971.08508
35227.29353,-2970.947456
35227.72802,-2970.807818
35228.1614,-2970.666161
35228.59367,-2970.522477
35229.02479,-2970.376752
35229.45476,-2970.228971
35229.88356,-2970.079114
35230.31115,-2969.927161
35230.73752,-2969.773088
35231.16264,-2969.61688
35231.5865,-2969.458521
35232.00907,-2969.297991
35232.43032,-2969.135264
35232.85024,-2968.970318
35233.26879,-2968.803133
35233.68595,-2968.633692
35234.10171,-2968.461979
35234.51603,-2968.287984
